direccion,latitude,longitude,numero,compromiso,accion,eje,Area temática,anio,Barrio,Comuna,descripcion
Cafayate 5388 (detrás de la E 15 DE 21),-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 28,Integración Social,,2017,VILLA LUGANO,8,
Av. Dellepiane 6999,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 29,Integración Social,,2017,VILLA LUGANO,8,
Amancio Alcorta e Iguazú,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 30,Integración Social,,2017,BARRACAS,4,
Ana Maria Janer y Agustin De Vedia,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 31,Integración Social,,2017,NUEVA POMPEYA,4,
Charrua 2900,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 32,Integración Social,,2017,NUEVA POMPEYA,4,
Córdoba 5741,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 33,Integración Social,,2017,PALERMO,14,
Gral. José G. Artigas 2262,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 34,Integración Social,,2017,VILLA DEL PARQUE,11,
Osvaldo Cruz y Zavaleta,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 35,Integración Social,,2017,BARRACAS,4,
Mercedes 1371/79,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 36,Integración Social,,2017,FLORESTA,10,
Av. Corrales 6476 y Lisandro de la Torre,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 37,Integración Social,,2017,MATADEROS,9,
Medrano 350,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 38,Integración Social,,2017,ALMAGRO,5,
24 de November 1679,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 39,Integración Social,,2017,PARQUE PATRICIOS,4,
Esteban Bonorino 1729,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 40,Integración Social,,2017,FLORES,7,
Ministro Brin 843,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 41,Integración Social,,2017,BOCA,4,
Fonrouge 4377,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 43,Integración Social,,2017,VILLA LUGANO,8,
Saraza 4202,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 44,Integración Social,,2017,VILLA LUGANO,8,
Cochabamba 2622,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 45,Integración Social,,2017,SAN CRISTOBAL,3,
,-35,-58,49,Mudar el Ministerio de Desarrollo Humano al predio del Elefante Blanco (2019),Elefante Blanco,Integración Social,,2019,VILLA LUGANO,8,
,-35,-58,24,Mudar el Ministerio de Educación al Barrio 31 (2019),Ministerio de Educación,Integración Social,,2019,RETIRO,1,
Av. Uruguay 740,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 1,Disfrute y Convivencia,Trámites,2017,SAN NICOLAS,1,
Pres. José E. Uriburu 1022,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 2,Disfrute y Convivencia,Trámites,2017,RECOLETA,2,
Junín 524,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 3,Disfrute y Convivencia,Trámites,2017,BALVANERA,3,
SUAREZ AV. 2032,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Subsede Comunal 4,Disfrute y Convivencia,Trámites,2017,NUEVA POMPEYA,4,
Carlos Calvo 3307,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 5,Disfrute y Convivencia,Trámites,2017,BOEDO,5,
Patricias Argentinas 277,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 6,Disfrute y Convivencia,Trámites,2017,CABALLITO,6,
Av. Rivadavia 7202,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 7,Disfrute y Convivencia,Trámites,2017,FLORES,7,
Av. Roca 5252,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 8,Disfrute y Convivencia,Trámites,2017,VILLA RIACHUELO,8,
Timoteo Gordillo 2212,-35,-59,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 9,Disfrute y Convivencia,Trámites,2017,MATADEROS,9,
Bacacay 3968,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 10,Disfrute y Convivencia,Trámites,2017,FLORESTA,10,
Av. Beiró 4680,-35,-59,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 11,Disfrute y Convivencia,Trámites,2017,VILLA DEVOTO,11,
Holmberg 2548,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 12,Disfrute y Convivencia,Trámites,2017,VILLA URQUIZA,12,
Av. Cabildo 3067,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 13,Disfrute y Convivencia,Trámites,2017,NUÑEZ,13,
Beruti 3325,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 14,Disfrute y Convivencia,Trámites,2017,PALERMO,14,
Av. Córdoba 5690,-35,-58,26,"Partidas de nacimiento en el día, en todas las Comunas (2017)",Sede Comunal 15,Disfrute y Convivencia,Trámites,2017,CHACARITA,15,
,-35,-58,8,Transformar la Villa Olímpica en 1.200 viviendas (2019),Construcción de viviendas,Integración Social,,2017,VILLA SOLDATI,8,
Velez Sarsfield 1271,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 01,Escala Humana,,2017,,,
Terrada 5850,-35,-59,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 02,Escala Humana,,2017,,,
Soldado de la Frontera 5144,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 03,Escala Humana,,2017,,,
Av. J. B. Alberdi 6300,-35,-59,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 04,Escala Humana,,2017,,,
Av. Piedra Buena 3140,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 05,Escala Humana,,2017,,,
"Mariano Acosta 3673 (esq. Av. Intendente Rabanal, ex Av. Roca)",-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 06,Escala Humana,,2017,,,
2 de Abril de 1982 Nº 6850,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 07,Escala Humana,,2017,,,
Osvaldo Cruz 3485,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 08,Escala Humana,,2017,,,
Irala 1254,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 09,Escala Humana,,2017,,,
Amancio Alcorta 1402,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 10,Escala Humana,,2017,,,
Agüero 940,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 11,Escala Humana,,2017,,,
Olazábal 3960,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 12,Escala Humana,,2017,,,
Directorio 4210,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 13,Escala Humana,,2017,,,
Horacio Casco 4446,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 14,Escala Humana,,2017,,,
Humberto 1° 470,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 15,Escala Humana,,2017,,,
Osvaldo Cruz 2055,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 16,Escala Humana,,2017,,,
El Salvador 4087,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 17,Escala Humana,,2017,,,
Batlle Ordoñez 5080,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 18,Escala Humana,,2017,,,
Curapaligüe 1905,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 19,Escala Humana,,2017,,,
Ana María Janer y Charrúa 2330 (Villa 1 11 14),-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 20,Escala Humana,,2017,,,
Gendarmería Nacional 522,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 21,Escala Humana,,2017,,,
Guzmán 90,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 22,Escala Humana,,2017,,,
Martínez Castro y Laguna (Pasaje L),-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 24,Escala Humana,,2017,,,
Paseo EE.UU. del Brasil y Avda. Antártida Argentina,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 25,Escala Humana,,2017,,,
Gurruchaga 1939,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 26,Escala Humana,,2017,,,
Arias 3783,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 27,Escala Humana,,2017,,,
Cafayate 5388 (detrás de la E 15 DE 21),-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 28,Escala Humana,,2017,,,
Av. Dellepiane 6999,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 29,Escala Humana,,2017,,,
Amancio Alcorta e Iguazú,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 30,Escala Humana,,2017,,,
Ana Maria Janer y Agustin De Vedia,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 31,Escala Humana,,2017,,,
Charrua 2900,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 32,Escala Humana,,2017,,,
Córdoba 5741,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 33,Escala Humana,,2017,,,
Gral. José G. Artigas 2262,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 34,Escala Humana,,2017,,,
Osvaldo Cruz y Zavaleta,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 35,Escala Humana,,2017,,,
Mercedes 1371/79,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 36,Escala Humana,,2017,,,
Av. Corrales 6476 y Lisandro de la Torre,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 37,Escala Humana,,2017,,,
Medrano 350,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 38,Escala Humana,,2017,,,
24 de November 1679,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 39,Escala Humana,,2017,,,
Esteban Bonorino 1729,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 40,Escala Humana,,2017,,,
Ministro Brin 843,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 41,Escala Humana,,2017,,,
Fonrouge 4377,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 43,Escala Humana,,2017,,,
Saraza 4202,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 44,Escala Humana,,2017,,,
Cochabamba 2622,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC 45,Escala Humana,,2017,,,
Carhué y Av. de los Corrales,-35,-59,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC  COI,Escala Humana,,2017,,,
Av. Perito Moreno y Av. Gral. Francisco Fernández de la Cruz,-35,-58,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC XX COMUNA 7,Escala Humana,,2017,,,
,,,17,Un Centro de Salud a 15 minutos de tu casa(2017),CESAC Santander,Escala Humana,,2017,,,
Avenida Pichincha 1765,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 11 (Pepa Gaitán),Integración Social,,2019,PARQUE PATRICIOS,4,
Avenida Francisco Fernández de la Cruz 4208,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 1,Integración Social,,2019,VILLA SOLDATI,8,
Humberto 1º 470,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 10,Integración Social,,2019,SAN TELMO,1,
Piedras 1281,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 2,Integración Social,,2019,CONSTITUCION,1,
Avenida Francisco Beiró 5229,-35,-59,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 3,Integración Social,,2019,VILLA DEVOTO,11,
Hipólito Yrigoyen 3202,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 4,Integración Social,,2019,BALVANERA,3,
Salguero 765,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 5,Integración Social,,2019,ALMAGRO,5,
24 de November 0113,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 6,Integración Social,,2019,BALVANERA,3,
Lautaro 188,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 7,Integración Social,,2019,FLORES,7,
Fragata Pres. Sarmiento 889,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM 8,Integración Social,,2019,CABALLITO,6,
Zapiola 4583,-35,-58,35,Un Centro Integral de la Mujer por Comuna (2019),CIM,,,,,,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - ACOYTE,Escala Humana,,2016,CABALLITO,6,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - ALBERTI,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - CARABOBO,Escala Humana,,2016,FLORES,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - CASTRO BARROS,Escala Humana,,2016,ALMAGRO,5,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - CONGRESO,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - LIMA,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - LORIA,Escala Humana,,2016,ALMAGRO,5,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PASCO,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PERU,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PIEDRAS,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PLAZA DE MAYO,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PLAZA DE MISERERE,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PRIMERA JUNTA,Escala Humana,,2016,CABALLITO,6,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - PUAN,Escala Humana,,2016,CABALLITO,6,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - RIO DE JANEIRO,Escala Humana,,2016,ALMAGRO,5,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - SAENZ PEÑA,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - SAN JOSÉ DE FLORES,Escala Humana,,2016,FLORES,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),A - SAN PEDRITO,Escala Humana,,2016,FLORES,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - ANGEL GALLARDO,Escala Humana,,2016,ALMAGRO,5,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - C. PELLEGRINI,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - CALLAO,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - CARLOS GARDEL,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - DE LOS INCAS -PQUE. CHAS,Escala Humana,,2016,VILLA ORTUZAR,15,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - DORREGO,Escala Humana,,2016,CHACARITA,15,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - ECHEVERRÍA,Escala Humana,,2016,VILLA URQUIZA,12,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - FEDERICO LACROZE,Escala Humana,,2016,CHACARITA,15,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - JUAN MANUEL DE ROSAS,Escala Humana,,2016,VILLA URQUIZA,12,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - LEANDRO N. ALEM,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - MALABIA - OSVALDO PUGLIESE,Escala Humana,,2016,VILLA CRESPO,15,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - MEDRANO,Escala Humana,,2016,ALMAGRO,5,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - PASTEUR - AMIA,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - PUEYRREDON,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - TRONADOR - VILLA ORTÚZAR,Escala Humana,,2016,VILLA ORTUZAR,15,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B - URUGUAY,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),B -FLORIDA,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C - SAN JUAN,Escala Humana,,2016,CONSTITUCION,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C - SAN MARTIN,Escala Humana,,2016,RETIRO,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -AV. DE MAYO,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -CONSTITUCION,Escala Humana,,2016,CONSTITUCION,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -DIAGONAL NORTE,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -INDEPENDENCIA,Escala Humana,,2016,CONSTITUCION,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -LAVALLE,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -MORENO,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),C -RETIRO,Escala Humana,,2016,RETIRO,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - 9 DE JULIO,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - BULNES,Escala Humana,,2016,PALERMO,14,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - CALLAO,Escala Humana,,2016,RECOLETA,2,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - CATEDRAL,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - CONGRESO DE TUCUMAN,Escala Humana,,2016,BELGRANO,13,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - JOSE HERNANDEZ,Escala Humana,,2016,COLEGIALES,13,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - JURAMENTO,Escala Humana,,2016,BELGRANO,13,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - MINISTRO CARRANZA,Escala Humana,,2016,PALERMO,14,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - OLLEROS,Escala Humana,,2016,PALERMO,14,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D - PUEYRREDON,Escala Humana,,2016,RECOLETA,2,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -AGÜERO,Escala Humana,,2016,RECOLETA,2,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -FACULTAD DE MEDICINA,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -PALERMO,Escala Humana,,2016,PALERMO,14,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -PLAZA ITALIA,Escala Humana,,2016,PALERMO,14,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -R.SCALABRINI ORTIZ,Escala Humana,,2016,PALERMO,14,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),D -TRIBUNALES,Escala Humana,,2016,SAN NICOLAS,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - AV. LA PLATA,Escala Humana,,2016,PARQUE CHACABUCO,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - BELGRANO,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - BOEDO,Escala Humana,,2016,BOEDO,5,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - BOLIVAR,Escala Humana,,2016,MONSERRAT,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - EMILIO MITRE,Escala Humana,,2016,PARQUE CHACABUCO,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - ENTRE RIOS - RODOLFO WALSH,Escala Humana,,2016,SAN CRISTOBAL,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - INDEPENDENCIA,Escala Humana,,2016,CONSTITUCION,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - JOSE MARIA MORENO,Escala Humana,,2016,CABALLITO,6,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - JUJUY,Escala Humana,,2016,SAN CRISTOBAL,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - MEDALLA MILAGROSA,Escala Humana,,2016,PARQUE CHACABUCO,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - PICHINCHA,Escala Humana,,2016,SAN CRISTOBAL,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - PLAZA DE LOS VIRREYES - EVA PERON,Escala Humana,,2016,FLORES,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - SAN JOSE,Escala Humana,,2016,CONSTITUCION,1,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - URQUIZA,Escala Humana,,2016,SAN CRISTOBAL,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),E - VARELA,Escala Humana,,2016,FLORES,7,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - CASEROS,Escala Humana,,2016,PARQUE PATRICIOS,4,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - CÓRDOBA,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - CORRIENTES,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - HOSPITALES,Escala Humana,,2016,PARQUE PATRICIOS,4,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - HUMBERTO 1°,Escala Humana,,2016,SAN CRISTOBAL,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - INCLAN,Escala Humana,,2016,PARQUE PATRICIOS,4,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - LAS HERAS,Escala Humana,,2016,RECOLETA,2,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - ONCE - 30 DE DICIEMBRE,Escala Humana,,2016,BALVANERA,3,
,-35,-58,7,Un subte cada 3 minutos y WIFI gratis en toda la red (2016),H - PARQUE PATRICIOS,Escala Humana,,2016,PARQUE PATRICIOS,4,
